
Daft+Punk+artwork,https://ksassets.timeincuk.net/wp/uploads/sites/55/2013/05/2013_DaftPunkGallery_ScottListfield_080513.jpg
Maluma+artwork,https://assets.saatchiart.com/saatchi/985389/art/3755176/2825060-IDMOYENC-6.jpg
